z,mu,sigma
0.69362000,43.44089000,0.29990000
0.69371000,43.33734000,0.16730000
0.69395000,42.90746000,0.14190000
0.69410000,43.14792000,0.13490000
0.69516000,43.15819000,0.16960000
0.69830000,43.28168000,0.23850000
0.69836000,43.12605000,0.18450000
0.69842000,42.95633000,0.12750000
0.69873000,43.06474000,0.15720000
0.69879000,43.33194000,0.14360000
0.69904000,43.43597000,0.18020000
0.69938000,43.57289000,0.27630000
0.70099000,43.05299000,0.17680000
0.70325000,43.60504000,255.96290000
0.70351000,42.91779000,0.15620000
0.70417000,43.09897000,0.15840000
0.70426000,43.20803000,0.15710000
0.70510000,43.09978000,0.15920000
0.70525000,43.34021000,0.20470000
0.70548000,42.95925000,0.26430000
0.70652000,43.36649000,0.17790000
0.70836000,43.14275000,0.31110000
0.70875000,43.38242000,0.21640000
0.70882000,43.11406000,0.13120000
0.70978000,43.40826000,0.20220000
0.71139000,43.15216000,0.13700000
0.71552000,43.23435000,0.16390000
0.71584000,43.44481000,0.14740000
0.71719000,43.14355000,0.15590000
0.71803000,43.11022000,0.19010000
0.71827000,43.32792000,0.12860000
0.71880000,43.29152000,0.16600000
0.71912000,43.19424000,0.20480000
0.71949000,42.99250000,0.14500000
0.71961000,43.27996000,0.19910000
0.72062000,43.30862000,0.20180000
0.72070000,43.45301000,0.19240000
0.72199000,42.90227000,0.30240000
0.72212000,43.30392000,0.25070000
0.72220000,43.01877000,0.10890000
0.72292000,43.31795000,0.14270000
0.72403000,43.20605000,0.16860000
0.72416000,43.15930000,0.15520000
0.72701000,43.50631000,0.20410000
0.72737000,43.42614000,0.16790000
0.72776000,43.12438000,0.14380000
0.72860000,43.13384000,0.17710000
0.73064000,43.22599000,0.13920000
0.73069000,43.05247000,0.16800000
0.73072000,43.30631000,0.14560000
0.73162000,43.24328000,0.20760000
0.73306000,43.41387000,0.12850000
0.73469000,43.38401000,0.31490000
0.73480000,43.22861000,0.23790000
0.73488000,43.27814000,0.18540000
0.73615000,43.19871000,0.23030000
0.73677000,43.19219000,0.23830000
0.73717000,43.39277000,0.25720000
0.73781000,43.12842000,0.15310000
0.73802000,42.96655000,0.20040000
0.73899000,43.33248000,0.20260000
0.73927000,43.30297000,0.12730000
0.74009000,43.42073000,0.15880000
0.74061000,43.58119000,0.24520000
0.74119000,43.50030000,0.24460000
0.74126000,43.48113000,0.18290000
0.74133000,43.39906000,0.16390000
0.74392000,43.13182000,0.17250000
0.74393000,43.23470000,0.18310000
0.74450000,43.10547000,0.22440000
0.74535000,43.18219000,0.17900000
0.74571000,43.16479000,0.12280000
0.74658000,43.44188000,6.76540000
0.74855000,43.42090000,0.27130000
0.74870000,43.61985000,0.21400000
0.74877000,43.45196000,0.15080000
0.74899000,43.26925000,0.16390000
0.74963000,43.34886000,0.11990000
0.75011000,43.12881000,0.13370000
0.75076000,43.23451000,0.16170000
0.75147000,43.43784000,0.17100000
0.75249000,43.13267000,0.17030000
0.75331000,43.16429000,0.17310000
0.75356000,43.51644000,0.14800000
0.75366000,43.26171000,0.68320000
0.75421000,43.43701000,0.17530000
0.75572000,43.51615000,0.22930000
0.75729000,43.40246000,0.48360000
0.75888000,43.36227000,0.15040000
0.75991000,43.31795000,0.13480000
0.76177000,43.54985000,0.17250000
0.76303000,43.38159000,0.17970000
0.76495000,43.35806000,335.50340000
0.76517000,43.48166000,0.15670000
0.76518000,43.30284000,266.75060000
0.76584000,43.39145000,0.16080000
0.76657000,43.25469000,0.25140000
0.76675000,43.62563000,0.13750000
0.76679000,43.52740000,0.20730000
0.77004000,43.35937000,0.14820000
0.77082000,43.43420000,0.18220000
0.77137000,43.25245000,0.17650000
0.77155000,43.30358000,0.17130000
0.77159000,43.61245000,0.26400000
0.77250000,43.44308000,0.14810000
0.77262000,43.45688000,0.12480000
0.77327000,43.49687000,0.14620000
0.77334000,43.65230000,0.22800000
0.77464000,43.27274000,0.18490000
0.77464000,43.13337000,0.17320000
0.77627000,43.85273000,0.30730000
0.77650000,43.29712000,0.12020000
0.77692000,43.04164000,372.26600000
0.77725000,43.37835000,0.14830000
0.77826000,43.09666000,0.28620000
0.77952000,43.38660000,0.12560000
0.78049000,43.17070000,0.14430000
0.78266000,43.41133000,0.17380000
0.78324000,43.69805000,0.13480000
0.78375000,43.54682000,0.45190000
0.78398000,43.20280000,0.19160000
0.78512000,43.03054000,0.12910000
0.78604000,43.58471000,0.14480000
0.78734000,43.57536000,0.13600000
0.78842000,43.38943000,0.14710000
0.78892000,43.81522000,0.31330000
0.78956000,43.47114000,0.12100000
0.78964000,43.30747000,0.13750000
0.79118000,43.61294000,0.20290000
0.79167000,43.32008000,0.11940000
0.79229000,43.39748000,0.12930000
0.79318000,43.28547000,0.24430000
0.79348000,43.61700000,0.11970000
0.79364000,43.40610000,0.21160000
0.79511000,43.33284000,0.16370000
0.79530000,43.37373000,0.24200000
0.79547000,43.28644000,0.17090000
0.79810000,43.56898000,0.30420000
0.79939000,43.43079000,0.21170000
0.80078000,43.69540000,0.18250000
0.80106000,43.56228000,0.15720000
0.80109000,43.35374000,0.14740000
0.80181000,43.60623000,0.22470000
0.80301000,43.61299000,0.21770000
0.80325000,43.38460000,0.13810000
0.80326000,43.28210000,0.13370000
0.80342000,43.40055000,0.15370000
0.80669000,43.42993000,0.14870000
0.80860000,43.79852000,0.16910000
0.80954000,43.72414000,0.14340000
0.81174000,43.55813000,0.22090000
0.81237000,43.49664000,0.18210000
0.81325000,43.34781000,0.15740000
0.81330000,43.78931000,0.31750000
0.81396000,43.61778000,0.17460000
0.81485000,43.63286000,0.12970000
0.81684000,43.36027000,0.14330000
0.81750000,43.47237000,0.14500000
0.81790000,43.81001000,0.14090000
0.81852000,43.47335000,0.23120000
0.81932000,43.58242000,0.31190000
0.81967000,43.77220000,0.18580000
0.81984000,43.58810000,0.18970000
0.82081000,43.44984000,0.15130000
0.82172000,43.89282000,0.18770000
0.82394000,43.78838000,0.26110000
0.82584000,43.55253000,0.22170000
0.82627000,43.64768000,0.14130000
0.82736000,43.32314000,0.22110000
0.82961000,43.43182000,0.14540000
0.83036000,43.41606000,0.14660000
0.83066000,43.27814000,0.18410000
0.83168000,43.83167000,0.16920000
0.83293000,43.46667000,0.14240000
0.83583000,43.68398000,0.15350000
0.83592000,43.72583000,0.21430000
0.83706000,43.66835000,0.14150000
0.83776000,43.60590000,0.25880000
0.83813000,43.80318000,0.24220000
0.83916000,43.55680000,0.24210000
0.83936000,43.65009000,0.38470000
0.83954000,43.85502000,0.40130000
0.84019000,43.26195000,257.02560000
0.84094000,43.58194000,0.27240000
0.84132000,43.72978000,0.34520000
0.84634000,43.90282000,0.27920000
0.84780000,44.05907000,0.40370000
0.85279000,43.59824000,0.26240000
0.85652000,43.73110000,0.26270000
0.85674000,43.53096000,0.19230000
0.85707000,43.69555000,0.29350000
0.85806000,43.42559000,0.25110000
0.85855000,43.68131000,0.25280000
0.86179000,43.90745000,0.30570000
0.86240000,43.52442000,0.24990000
0.86243000,43.85584000,0.24810000
0.86461000,43.50443000,0.23760000
0.86642000,43.98461000,468.01080000
0.86647000,44.16040000,0.26430000
0.86917000,43.74519000,0.32970000
0.87001000,43.37453000,0.18860000
0.87270000,43.83427000,0.42230000
0.87344000,43.76997000,0.25010000
0.87344000,43.61870000,0.19630000
0.87472000,43.35891000,0.18990000
0.87565000,43.42748000,0.13150000
0.87971000,43.79315000,0.18460000
0.87998000,44.24023000,0.69100000
0.88189000,43.87985000,0.29230000
0.88314000,43.70035000,0.23460000
0.88352000,43.66049000,0.15030000
0.88450000,43.81837000,0.22470000
0.88491000,43.55987000,0.20390000
0.88580000,43.80242000,0.98420000
0.89441000,44.18718000,0.21100000
0.89530000,43.42454000,0.17750000
0.89611000,44.02033000,200.73080000
0.89842000,44.01759000,0.20170000
0.89888000,43.64144000,0.14670000
0.90824000,44.03794000,0.19350000
0.90888000,43.96676000,0.17780000
0.90941000,43.44688000,0.20210000
0.91082000,44.00974000,0.23970000
0.91289000,43.94543000,0.17760000
0.91696000,43.81609000,0.22380000
0.91896000,43.99813000,0.27300000
0.92146000,44.15716000,0.30700000
0.92274000,44.05509000,0.24590000
0.92427000,43.53843000,0.14690000
0.92537000,44.62596000,0.34100000
0.92576000,44.13871000,0.19880000
0.92838000,43.72325000,3.84740000
0.93075000,43.84946000,0.18040000
0.93733000,43.89162000,0.15920000
0.94444000,43.77582000,0.21080000
0.95299000,43.72467000,0.19780000
0.95521000,43.94157000,0.21430000
0.95690000,44.31416000,0.18570000
0.95791000,44.56228000,0.26600000
0.96296000,44.11193000,0.21200000
0.96329000,44.13386000,0.22090000
0.96363000,43.79246000,0.14560000
0.96689000,44.14888000,0.18840000
0.96859000,43.72233000,0.14710000
0.97242000,44.20208000,0.16960000
0.97489000,44.18118000,0.20450000
0.98000000,44.12000000,0.20050000
0.98024000,44.02836000,0.16880000
0.98158000,43.88271000,0.13180000
0.98536000,43.86467000,0.12460000
0.98846000,44.16508000,0.16910000
0.99268000,43.88061000,0.17290000
1.00009000,44.24308000,0.30590000
1.01382000,44.17186000,0.23470000
1.01700000,43.92261000,0.13540000
1.02144000,44.16439000,0.17800000
1.02433000,44.01661000,176.32950000
1.02468000,44.35374000,0.18950000
1.02868000,44.24721000,0.17660000
1.03222000,44.28814000,0.14210000
1.04136000,43.97348000,0.13530000
1.04436000,44.00793000,0.22800000
1.04680000,43.91152000,0.13300000
1.05479000,44.04047000,0.23730000
1.06420000,44.23028000,0.14510000
1.08349000,44.52159000,0.15180000
1.12132000,44.20175000,0.10750000
1.13057000,44.52710000,0.15850000
1.14418000,44.31733000,0.15120000
