galaxy,R_kpc,Vobs_kms,e_Vobs_kms,gobs_mps2,gbar_mps2,gpred_mps2,log10_gobs,log10_gbar,log10_gpred,delta_dex
ESO563-G021,4.9,195.0,4.54,2.514910866961673e-10,1.0219077937053018e-10,1.6958262466714948e-10,-9.599477402525617,-9.990588288635296,-9.770618647349027,0.17114124482340998
ESO563-G021,5.79,227.0,4.2,2.8841816235885787e-10,1.1103910653133546e-10,1.797189361865323e-10,-9.53997739456333,-9.954524041396352,-9.745406160798387,0.20542876623505713
ESO563-G021,6.69,246.0,4.24,2.931524655904562e-10,1.1497097335620203e-10,1.8417565254334046e-10,-9.532906448783203,-9.939411791841378,-9.734767782743772,0.2018613339605686
ESO563-G021,7.58,268.0,5.56,3.0707880169531935e-10,1.1176161397962861e-10,1.8053996921810018e-10,-9.512750162796614,-9.951707335084771,-9.743426635923083,0.23067647312646855
ESO563-G021,8.47,283.0,2.96,3.064353866733291e-10,1.1181625504937721e-10,1.8060202274652062e-10,-9.513661084504264,-9.951495057226927,-9.74327738988778,0.22961630538351585
ESO563-G021,10.23,291.0,9.81,2.682623959036542e-10,1.0785123970464305e-10,1.7608473951029757e-10,-9.571440200962485,-9.96717485850032,-9.754278280793942,0.18283807983145728
ESO563-G021,12.06,310.0,4.74,2.5824120208590673e-10,1.0163982025884685e-10,1.6894620871500368e-10,-9.587974465357725,-9.992936111632885,-9.772251549687414,0.1842770843296897
ESO563-G021,13.44,310.0,20.4,2.317253643717288e-10,9.316420665379615e-11,1.5907003546580096e-10,-9.635026426271398,-10.030750909947526,-9.798411622097413,0.16338519582601485
ESO563-G021,15.18,310.0,16.1,2.0516395896943576e-10,8.505914852602827e-11,1.4945816167318805e-10,-9.687898929113054,-10.070278969050849,-9.825480363844203,0.1375814347311497
ESO563-G021,16.83,314.0,13.5,1.8985613477246386e-10,7.773321428637274e-11,1.4060627605083629e-10,-9.721575365051532,-10.109393373746036,-9.851995293872278,0.13041992882074638
ESO563-G021,18.56,317.0,12.7,1.7546480065569763e-10,6.76489951929021e-11,1.2811725596300216e-10,-9.755809992669478,-10.169738649700783,-9.892392371701069,0.13658237903159076
ESO563-G021,20.3,319.0,10.4,1.624556360951468e-10,6.08830065240725e-11,1.1950009004189775e-10,-9.789265217020988,-10.215503909381793,-9.92263176747999,0.1333665504590016
ESO563-G021,21.94,318.0,10.8,1.4937126930983226e-10,5.671334864256491e-11,1.1407648586373331e-10,-9.825732928491965,-10.24631470901708,-9.942803865766193,0.11707093727422802
ESO563-G021,23.68,317.0,9.3,1.3752646537879003e-10,5.2534574252343074e-11,1.08541689998577e-10,-9.861613718837518,-10.279554782976403,-9.964403420720956,0.10278970188343806
ESO563-G021,25.41,317.0,7.23,1.281631916635084e-10,4.62276091008393e-11,9.996988304156727e-11,-9.892236685837005,-10.33509856775949,-10.000130815988477,0.10789413015147176
ESO563-G021,27.06,312.0,8.39,1.165818252593024e-10,4.0886603928311486e-11,9.24665837126492e-11,-9.933369149446857,-10.388418960769844,-10.034015187598346,0.10064603815148843
ESO563-G021,28.8,312.0,8.37,1.0953833998321954e-10,3.555413598792067e-11,8.47003186186701e-11,-9.960433844944484,-10.449109870820301,-10.07211495597307,0.11168111102858624
ESO563-G021,30.53,311.0,11.5,1.0266996844230215e-10,3.1181877794009694e-11,7.808028907224755e-11,-9.988556571467125,-10.50609773484889,-10.107458587474438,0.1189020160073131
ESO563-G021,32.18,310.0,14.5,9.678026405084011e-11,2.8203426747033607e-11,7.341237998391249e-11,-10.014213197316604,-10.549698121222699,-10.134230696142069,0.1200174988254652
ESO563-G021,33.91,313.0,15.9,9.362899032957094e-11,2.574414672062119e-11,6.944366711878386e-11,-10.028589659907327,-10.589321498113963,-10.158367353393185,0.12977769348585788
ESO563-G021,35.65,320.0,8.83,9.308718071223085e-11,2.326690269219606e-11,6.53241127159939e-11,-10.03111012277021,-10.633261426477658,-10.184926480493322,0.15381635772311242
ESO563-G021,37.3,321.0,7.88,8.952631066049246e-11,2.1325022928176223e-11,6.199602765157055e-11,-10.048049312221082,-10.671110493216709,-10.207636136699671,0.1595868244785894
ESO563-G021,39.03,320.0,8.0,8.502582609251935e-11,1.9365942195353168e-11,5.853653048100069e-11,-10.070449139863575,-10.712961368789513,-10.232573022209879,0.16212388234630382
ESO563-G021,40.76,315.0,9.82,7.889262144139282e-11,1.7657974363521223e-11,5.542420507708551e-11,-10.102963612977327,-10.75305911804055,-10.256300527047232,0.15333691406990546
ESO563-G021,42.41,312.0,9.07,7.438585690914226e-11,1.630248777710652e-11,5.2880913602252736e-11,-10.128509629644963,-10.78774611673542,-10.276701050326698,0.1481914206817354
F563-1,1.07,22.1,7.17,1.4792794511752546e-11,5.1902564415640136e-12,2.764159330373919e-11,-10.829949775537127,-11.28481118388472,-10.558436927177773,-0.27151284835935385
F563-1,1.78,42.7,10.66,3.3195957700286613e-11,5.764416907703965e-12,2.928816896996851e-11,-10.478914797480984,-11.239244616656176,-10.533307778577726,0.05439298109674162
F563-1,2.49,60.6,7.69,4.7796418599935376e-11,5.411889916731714e-12,2.8285501429905165e-11,-10.320604643985302,-11.26665104596987,-10.548436117920192,0.22783147393488967
F563-1,2.97,76.8,11.1,6.435991257970482e-11,5.023836413410052e-12,2.715073420244593e-11,-10.191384554476327,-11.298964510574601,-10.566218421848262,0.3748338673719349
F563-1,3.04,81.6,17.5,7.0983300478693e-11,4.922787448544568e-12,2.684945642090484e-11,-10.14884381132317,-11.307788915378376,-10.571064502358883,0.42222069103571336
F563-1,3.19,87.0,8.93,7.689485404954357e-11,4.76031771133193e-12,2.6359705052476995e-11,-10.114102723042082,-11.32236406079344,-10.579059453516507,0.4649567304744249
F563-1,6.95,90.0,24.8,3.777023344532282e-11,3.5210313906640018e-12,2.236613526474683e-11,-10.422850330933603,-11.453330103094714,-10.650409052926069,0.22755872199246596
F563-1,8.58,97.8,9.4,3.612766361171217e-11,3.5668324695885867e-12,2.252327767213773e-11,-10.442160123495642,-11.447717288542743,-10.64736840905412,0.20520828555847892
F563-1,9.26,93.7,25.3,3.07268223755311e-11,3.6160046600351837e-12,2.2691044427117556e-11,-10.512482350128517,-11.441771018510208,-10.644145513877302,0.13166316374878484
F563-1,9.89,103.0,23.8,3.476382960739663e-11,3.683809547068326e-12,2.2920818916893763e-11,-10.458872387408974,-11.43370283091693,-10.639769869918668,0.18089748250969429
F563-1,10.08,97.4,11.0,3.050049140072344e-11,3.724782442440538e-12,2.3058806467398516e-11,-10.515693163574413,-11.428899088501415,-10.637163175707297,0.12147001213288355
F563-1,11.84,106.5,9.48,3.1045379134882055e-11,3.662097156797387e-12,2.2847435549107325e-11,-10.508003032059527,-11.436270137887611,-10.641162539111555,0.13315950705202795
F563-1,14.56,112.0,11.0,2.7920560032136066e-11,2.799200964448552e-12,1.976290077399835e-11,-10.554075874858794,-11.552965920891465,-10.70414930986575,0.1500734350069557
F563-1,15.43,111.5,9.4,2.611158672792917e-11,2.6416573883476715e-12,1.915794127123027e-11,-10.583166736516928,-11.578123509203937,-10.71765116240689,0.134484425889962
F563-1,17.93,111.0,24.3,2.2269738775930856e-11,2.5097419020109694e-12,1.86393288782384e-11,-10.652284877211006,-11.600370938397782,-10.729569728769853,0.07728485155884712
F563-1,19.02,112.5,7.75,2.1564728118838195e-11,2.459164920083441e-12,1.8437377836624525e-11,-10.666256012928772,-11.609212344998385,-10.734300844240101,0.06804483131132955
F563-1,20.1,106.0,10.7,1.811611746079447e-11,2.406331909852996e-12,1.8224487431735578e-11,-10.741934872113086,-11.618644469815798,-10.739344677479082,-0.002590194634004561
F563-V2,0.28,11.9,7.89,1.6390241256364873e-11,2.3433959299854716e-12,1.7968221677711972e-11,-10.785414653779297,-11.63015432869663,-10.745494903067636,-0.039919750711661095
F563-V2,0.87,34.8,7.89,4.511164770906556e-11,6.11537659441718e-12,3.026221160033449e-11,-10.345711309947594,-11.21357679327344,-10.519099336368225,0.17338802642063023
F563-V2,1.46,58.5,8.68,7.596408851576012e-11,8.840332038312784e-12,3.719041180402253e-11,-10.119391668842214,-11.053531422803793,-10.429569012734751,0.31017734389253704
F563-V2,2.05,81.5,14.2,1.0500520114786262e-10,1.0591069069001281e-11,4.120743393481045e-11,-9.97878918879794,-10.975060199728743,-10.385024428975777,0.4062352401778373
F563-V2,2.35,91.8,17.5,1.1621627599649844e-10,1.0741730510047888e-11,4.1541037225541254e-11,-9.93473304509139,-10.968925747461101,-10.38152266389853,0.44678961880713963
F563-V2,4.76,114.0,8.68,8.84814446336533e-11,8.792494291608897e-12,3.707663128650983e-11,-10.053147795269686,-11.055887904969913,-10.430899731920778,0.37775193665109263
F563-V2,7.86,116.0,8.68,5.5480822034050096e-11,8.351899304846164e-12,3.601733456256382e-11,-10.255857112807709,-11.078214750406623,-10.443488429984072,0.18763131717636305
F563-V2,8.7,117.0,16.6,5.099198585425738e-11,8.826053606664751e-12,3.715647561410083e-11,-10.292498074348433,-11.054233439113164,-10.429965486657338,0.13746741230890436
F563-V2,10.18,118.0,51.9,4.432672969177145e-11,7.296436136314467e-12,3.338806992319265e-11,-10.353334308610627,-11.136889214436536,-10.47640868564567,0.1230743770350422
F563-V2,10.47,118.0,40.3,4.3098959719411017e-11,7.0555792116739225e-12,3.27678056627067e-11,-10.36553321228873,-11.151467328031758,-10.484552640719738,0.11901942843100777
F565-V2,1.26,21.7,10.0,1.2111512377829024e-11,2.506974264620177e-12,1.8628323679734592e-11,-10.916801622642643,-11.600850124275055,-10.729826224513122,-0.1869753981295208
F565-V2,2.51,40.3,10.0,2.0969391379257765e-11,3.3947673060044998e-12,2.1928403757574202e-11,-10.678414174420958,-11.46918998903639,-10.658992980931155,-0.0194211934898032
F565-V2,3.78,57.7,7.0,2.854363513374135e-11,3.437315835043307e-12,2.207666613985433e-11,-10.5444907187479,-11.463780561224823,-10.65606651003628,0.1115757912883808
F565-V2,5.03,68.5,7.0,3.023170302364875e-11,3.233192451169444e-12,2.1358088621282814e-11,-10.519537387293214,-11.490368443859408,-10.67043761579949,0.15090022850627527
F565-V2,6.29,73.5,7.0,2.7833863142131672e-11,3.4547740256077153e-12,2.2137275721820008e-11,-10.555426512499018,-11.461580354264072,-10.654875825723693,0.09944931322467454
F565-V2,7.54,78.5,5.0,2.6486063894401247e-11,3.531390369769001e-12,2.2401751608291776e-11,-10.576982577601408,-11.452054271656452,-10.649718022555371,0.07273544495396322
F565-V2,8.8,83.1,6.0,2.5431315760204434e-11,3.349136586338806e-12,2.176852623950191e-11,-10.594631169804085,-11.475067140461434,-10.662170972323972,0.067539802519887
F568-1,0.44,15.7,9.1,1.8154992887616854e-11,5.21672661466345e-12,2.7719074584617828e-11,-10.741003916889857,-11.282601922114905,-10.55722127296004,-0.1837826439298169
F568-1,1.32,44.5,9.1,4.861782718122881e-11,9.250655946001507e-12,3.8156933299297644e-11,-10.313204454466126,-11.033827471192998,-10.418426537131259,0.10522208266513289
F568-1,2.2,69.4,9.1,7.094890790231028e-11,8.883641865202838e-12,3.7293220872230606e-11,-10.149054285134635,-11.051408957901735,-10.428370106672746,0.27931582153811085
F568-1,3.08,90.0,11.4,8.52282865081148e-11,8.34974525782898e-12,3.601210391152499e-11,-10.069416242843932,-11.078326774193862,-10.44355150538588,0.37413526254194807
F568-1,3.96,105.0,9.88,9.022624158112153e-11,6.983268449121401e-12,3.257997697914589e-11,-10.044667133007774,-11.155941262594357,-10.487049226897781,0.44238209389000716
F568-1,4.84,113.0,16.2,8.54989891465188e-11,6.50256204268032e-12,3.1311291540853984e-11,-10.068039019899711,-11.186915495392734,-10.504299018058665,0.43625999815895433
F568-1,5.53,117.0,24.8,8.022247322460021e-11,6.556205798267011e-12,3.145466110145638e-11,-10.095703953034514,-11.183347422452215,-10.502314989625702,0.4066110365911886
F568-1,7.48,124.0,9.1,6.661794432419327e-11,8.048106661702019e-12,3.5274432345705135e-11,-10.17640877276213,-11.094306276537445,-10.452539966407393,0.27613119364526284
F568-1,8.37,127.0,9.1,6.244985562658085e-11,8.569739032852097e-12,3.65436752337938e-11,-10.204468561303484,-11.067032403084731,-10.437187777358652,0.23271921605516788
F568-1,9.24,130.0,9.1,5.927399349741317e-11,8.815089422394308e-12,3.713040235851346e-11,-10.227135811828571,-11.054773277754288,-10.430270344575744,0.20313453274717297
F568-1,10.13,133.0,9.1,5.659046875713857e-11,8.88810465357027e-12,3.7303803813226264e-11,-10.247256708648248,-11.051190840408267,-10.4282468815729,0.18099017292465192
F568-1,13.23,142.0,23.8,4.939310173269552e-11,8.562978839793155e-12,3.652741890332095e-11,-10.306333700643526,-11.067375129173643,-10.437381014775449,0.13104731413192283
F568-3,0.64,12.4,8.6,7.785972242890088e-12,4.725927163443922e-12,2.6255165589358457e-11,-11.108687148881556,-11.325512976050698,-10.580785238305591,-0.5279019105759648
F568-3,1.18,21.9,6.2,1.3172119957715357e-11,6.220289973639165e-12,3.054901894985259e-11,-10.880344322848027,-11.206189369165132,-10.515002732115592,-0.36534159073243444
F568-3,1.8,32.3,1.88,1.8783736804913395e-11,6.963340029789282e-12,3.252807858710772e-11,-10.726218005663238,-11.157182397089885,-10.48774158945905,-0.2384764162041879
F568-3,2.03,37.9,6.2,2.293146689236838e-11,7.107370620553436e-12,3.290187147159394e-11,-10.639568163199206,-11.148291037271164,-10.48277939850381,-0.1567887646953956
F568-3,2.78,53.1,9.5,3.2869545655792183e-11,7.747696074836268e-12,3.452909394553437e-11,-10.483206298977276,-11.110827424041,-10.461814817527099,-0.021391481450176997
F568-3,3.0,62.4,11.0,4.2062722553556306e-11,7.86070029226562e-12,3.4810753177330045e-11,-10.376102620576953,-11.104538761909827,-10.458286580070505,0.08218395949355184
F568-3,3.64,68.0,6.2,4.1168580863710834e-11,8.080950822852051e-12,3.535526425827896e-11,-10.385434103458723,-11.09253753615321,-10.4515459123308,0.06611180887207802
F568-3,4.19,78.0,7.98,4.705704342954539e-11,8.197244537473326e-12,3.5640460429188444e-11,-10.327375362807473,-11.086332108991556,-10.448056694069388,0.12068133126191505
F568-3,4.6,82.3,6.2,4.7718995550870925e-11,7.925340194939553e-12,3.4971161930212544e-11,-10.321308706479172,-11.100982086635257,-10.456289937850993,0.13498123137182105
F568-3,5.14,85.7,6.3,4.6307142185858453e-11,7.52197766841996e-12,3.396168561089656e-11,-10.334352020371018,-11.123667960264374,-10.46901076267591,0.13465874230489305
F568-3,5.39,85.5,6.51,4.395344489918492e-11,7.495799539274301e-12,3.389545413431016e-11,-10.357007080952531,-11.125182036334675,-10.46985854299945,0.11285146204691898
F568-3,6.31,89.5,15.6,4.1140177976658836e-11,7.620636517362567e-12,3.421049468890635e-11,-10.385733833834449,-11.11800875248807,-10.465840645805907,0.08010681197145786
F568-3,9.1,95.2,15.5,3.22761673971493e-11,7.224851430244758e-12,3.320456962927792e-11,-10.491118040774284,-11.14117107918571,-10.478802144361774,-0.01231589641250963
F568-3,10.17,97.5,6.2,3.029268251748328e-11,7.15880831775262e-12,3.303464358459194e-11,-10.518662266747809,-11.145159265973952,-10.481030374494532,-0.03763189225327679
F568-3,11.99,101.0,10.2,2.757230152762466e-11,6.671622310654255e-12,3.1761563381831695e-11,-10.559526980755702,-11.175768547658324,-10.498098128682217,-0.06142885207348492
F568-3,14.02,107.0,10.7,2.6464823170362723e-11,5.9688509989405785e-12,2.985834134417746e-11,-10.577331003482358,-11.224109262312142,-10.524934321362455,-0.05239668211990356
F568-3,15.94,117.0,11.7,2.7831259531495554e-11,5.5111191143652704e-12,2.8570326019064725e-11,-10.555467138789908,-11.258760202265673,-10.544084803807912,-0.011382334981995257
F568-3,17.98,120.0,12.0,2.595507328587256e-11,4.902679838163535e-12,2.6789205697097312e-11,-10.5857777405241,-11.309566466749505,-10.572040163080167,-0.01373757744393167
F568-V1,0.39,17.4,30.4,2.515841891467118e-11,6.1324809461179e-12,3.030910361682426e-11,-10.599316655683438,-11.212363792491118,-10.518426907579045,-0.08088974810439353
F568-V1,1.18,46.3,37.1,5.887479792363552e-11,1.1331534465602625e-11,4.2830738383204785e-11,-10.230070570492357,-10.945711275942363,-10.368244438491892,0.13817386799953546
F568-V1,1.95,69.1,13.1,7.935438645657358e-11,9.936849204346662e-12,3.973784637084781e-11,-10.100429061836259,-11.002751300722018,-10.400795673577521,0.30036661174126245
F568-V1,2.74,85.2,6.2,8.585746895346067e-11,8.131071474867841e-12,3.547837143851994e-11,-10.066221918509125,-11.089852221323353,-10.450036323775402,0.38381440526627664
F568-V1,3.53,93.2,6.2,7.974557137434342e-11,7.927199528690235e-12,3.497576851217873e-11,-10.098293425901998,-11.100880210417854,-10.456232734107568,0.3579393082055695
F568-V1,4.3,100.0,12.4,7.53669602196364e-11,7.824779067541977e-12,3.472139159656063e-11,-10.122819000801725,-11.106527915903168,-10.459402877084369,0.33658387628264386
F568-V1,5.09,108.0,6.2,7.426414466027323e-11,7.173758792085314e-12,3.3073163993888027e-11,-10.129220816584997,-11.144253229977789,-10.48052425566518,0.35130343908018347
F568-V1,5.87,112.0,6.2,6.925440444086902e-11,6.390045486438914e-12,3.100904701095203e-11,-10.15955260112939,-11.19449605038008,-10.508511580561917,0.3489589794325276
F568-V1,6.4,113.0,24.9,6.465861054205484e-11,6.0978791742090625e-12,3.021418785018864e-11,-10.189373632239185,-11.214821185168104,-10.519789074985669,0.3304154427464834
F568-V1,7.44,113.0,15.5,5.5620310143703085e-11,5.828316788340777e-12,2.9467245256259716e-11,-10.254766593801177,-11.23445685091555,-10.530660462247292,0.27589386844611496
F568-V1,8.21,112.0,13.1,4.9515633869415485e-11,5.736601512042476e-12,2.92099690814161e-11,-10.305257657001215,-11.241345316952435,-10.534468902724413,0.22921124572319762
F568-V1,9.0,111.0,26.4,4.436626847249336e-11,5.471714828228243e-12,2.8457470917374546e-11,-10.352947097088148,-11.26187654501494,-10.545803699312673,0.19285660222452528
F568-V1,9.72,111.0,19.4,4.107987821527163e-11,5.453371503993187e-12,2.8404823243329077e-11,-10.386370852575098,-11.263334915546535,-10.546607908892819,0.16023705631772067
F568-V1,11.79,113.0,12.5,3.509882166829101e-11,5.505172388973488e-12,2.8553315316148962e-11,-10.454707463350388,-11.259229076981473,-10.544343458699489,0.08963599534910038
F568-V1,17.63,118.0,14.6,2.55953549780053e-11,3.3945060134917746e-12,2.1927490854890627e-11,-10.59183884290921,-11.469223417620322,-10.65901106144697,0.06717221853775968
F571-8,0.22,12.4,7.0,2.265010107022571e-11,1.0811069568673709e-10,1.76381243294868e-10,-10.644929855719875,-9.966131337980572,-9.75354760042103,-0.8913822552988453
F571-8,0.78,37.5,4.0,5.842751122796332e-11,1.5283668650551354e-10,2.2592266862037646e-10,-10.23338261245718,-9.815772386372076,-9.646040190669638,-0.5873424217875431
F571-8,1.33,56.5,4.0,7.778479463705845e-11,1.3214606503990658e-10,2.0334907742110522e-10,-10.109105290550348,-9.878945764480047,-9.691757793615096,-0.4173474969352515
F571-8,2.33,69.1,4.0,6.641246935206803e-11,9.149174547282022e-11,1.571008961634035e-10,-10.17775037149976,-10.03861808688784,-9.80382133757167,-0.37392903392809096
F571-8,3.44,85.5,7.5,6.886891511819963e-11,5.472639264707611e-11,1.1145790409487592e-10,-10.161976758337323,-10.261803177932808,-9.952889127874007,-0.20908763046331558
F571-8,3.78,87.1,8.4,6.504201166463923e-11,4.6553958246530817e-11,1.0042059142085517e-10,-10.186806035044038,-10.332043387259578,-9.99817722520368,-0.1886288098403579
F571-8,4.77,105.0,4.0,7.490480433149713e-11,2.925300533948483e-11,7.507354193322629e-11,-10.125490326122376,-10.533829509571321,-10.12451309384764,-0.0009772322747370055
