galaxy,R_kpc,Vobs_kms,e_Vobs_kms,gobs_mps2,gbar_mps2,gpred_mps2,log10_gobs,log10_gbar,log10_gpred,delta_dex
UGC02953,1.89,243.0,10.9,1.0125120437164038e-09,1.0212955123923025e-09,1.0796826479916327e-09,-8.994599802198758,-8.990848576393027,-8.966703878290332,-0.027895923908426212
UGC02953,1.98,244.0,17.6,9.744597766482813e-10,9.732735093578186e-10,1.0331608057221952e-09,-9.01123608280621,-9.01176509712836,-8.985832077703368,-0.025404005102842575
UGC02953,2.07,246.0,11.4,9.47434780096692e-10,9.288461527650258e-10,9.901407978545835e-10,-9.023450676472297,-9.032056213388783,-9.004303044409012,-0.019147632063285513
UGC02953,2.15,247.0,12.9,9.196125752079594e-10,8.921844843329001e-10,9.546522855721066e-10,-9.036395098618412,-9.049545333691574,-9.020154783343328,-0.016240315275084072
UGC02953,2.23,248.0,15.4,8.938156476142882e-10,8.581129003548361e-10,9.216784804929953e-10,-9.048752046617867,-9.066455569056373,-9.035420552373662,-0.013331494244205544
UGC02953,2.32,249.0,17.6,8.66084296227759e-10,8.227083167337151e-10,8.87419912825075e-10,-9.062439835921566,-9.084754112401715,-9.051870830371524,-0.010569005550042476
UGC02953,2.4,251.0,24.0,8.507180667261852e-10,7.937172497997266e-10,8.59369282244514e-10,-9.070214343971669,-9.100334181101157,-9.065820174029039,-0.0043941699426301994
UGC02953,2.49,252.0,10.1,8.265158554091363e-10,7.637902484443154e-10,8.304128533994865e-10,-9.082748810754786,-9.117025890704594,-9.08070593729274,-0.0020428734620470124
UGC02953,2.58,253.0,12.0,8.040272927831177e-10,7.368614199939043e-10,8.043551927072911e-10,-9.094729208833733,-9.132614181328174,-9.094552130146365,-0.00017707868736849264
UGC02953,2.67,254.0,6.34,7.830790885310588e-10,7.129179517632168e-10,7.8118287857936e-10,-9.106194373346838,-9.146960449316262,-9.107247283842954,0.0010529104961154445
UGC02953,2.75,256.0,6.22,7.723189509564578e-10,6.937968382242566e-10,7.626741402340943e-10,-9.112203308428702,-9.158767683659262,-9.117660978855856,0.005457670427153616
UGC02953,2.83,257.0,5.6,7.563612413021586e-10,6.765369012104118e-10,7.45963487698753e-10,-9.12127073408384,-9.169708510145462,-9.127282429201623,0.006011695117782878
UGC02953,2.92,259.0,8.73,7.445024503945804e-10,6.591502790962563e-10,7.291260387886491e-10,-9.128133868508053,-9.181015559697666,-9.137197391820482,0.009063523312429211
UGC02953,3.0,260.0,5.19,7.302555998881303e-10,6.44806549978246e-10,7.152316355707114e-10,-9.136525104000166,-9.190570559594775,-9.145553284410772,0.009028180410606268
UGC02953,3.09,262.0,11.0,7.199354483644628e-10,6.296453071014654e-10,7.005410360543694e-10,-9.142706442007482,-9.200904029193767,-9.15456641967873,0.011859977671248245
UGC02953,3.18,263.0,16.0,7.049102599735135e-10,6.149116104839841e-10,6.862598564380568e-10,-9.151866168227055,-9.211187306725197,-9.163511404923026,0.01164523669597095
UGC02953,3.27,264.0,13.1,6.907319674529494e-10,6.006041544113678e-10,6.72386603812547e-10,-9.160690444142762,-9.221411668088265,-9.172380947743342,0.01169050360057966
UGC02953,3.35,266.0,11.8,6.844912818027627e-10,5.881761303544224e-10,6.603310469242394e-10,-9.16463207899685,-9.23049260421811,-9.180238282931603,0.015606203934753538
UGC02953,3.43,267.0,12.7,6.735624337177824e-10,5.759594967592556e-10,6.484758063920858e-10,-9.171622142535758,-9.23960805642478,-9.188106222118705,0.01648407958294662
UGC02953,4.21,280.0,5.52,6.035085422623236e-10,4.720386465829935e-10,5.473598736293088e-10,-9.219316578373368,-9.326022443504359,-9.26172704342593,0.042410465052562074
UGC02953,4.29,282.0,2.35,6.007452965356031e-10,4.6328286663927166e-10,5.388106171571176e-10,-9.22130962076814,-9.334153760797516,-9.268563855177485,0.047254234409344065
UGC02953,4.38,283.0,5.1,5.925816724025337e-10,4.535585685439283e-10,5.293085426541811e-10,-9.227251784677657,-9.343366624032594,-9.276291096755694,0.0490393120780368
UGC02953,4.47,285.0,4.61,5.88886572226216e-10,4.4430812289576064e-10,5.202620467046213e-10,-9.229968348337055,-9.352315746861406,-9.283777854880352,0.0538095065432973
UGC02953,4.8,290.0,10.8,5.678115380047314e-10,4.1296658145203294e-10,4.895507378421826e-10,-9.245795786799814,-9.384085091390084,-9.310202290535075,0.06440650373526147
UGC02953,5.25,296.0,2.85,5.408459394742048e-10,3.7830753430810947e-10,4.5545801112994254e-10,-9.266926426510219,-9.422155009286548,-9.341551654640735,0.07462522813051642
UGC02953,5.32,298.0,1.92,5.409664737214613e-10,3.735185671692598e-10,4.507345864589404e-10,-9.266829649364675,-9.427687805043403,-9.346079115698812,0.07924946633413654
UGC02953,5.41,299.0,4.29,5.355432703430974e-10,3.673771500493663e-10,4.446721989856036e-10,-9.271205433679848,-9.43488785923347,-9.35196002189931,0.08075458821946313
UGC02953,5.5,300.0,4.92,5.303093382727143e-10,3.6127905448634363e-10,4.386467584854543e-10,-9.275470725277057,-9.44215721635804,-9.357885075645624,0.08241435036856792
UGC02953,5.58,301.0,2.24,5.261968537687257e-10,3.557624706200649e-10,4.331906897759069e-10,-9.278851752972031,-9.448839867556943,-9.363320885893437,0.08446913292140579
UGC02953,5.67,302.0,4.59,5.212910658103772e-10,3.492398058598617e-10,4.2673290287529736e-10,-9.282919718200743,-9.456876261873548,-9.369843869945294,0.08692415174455093
UGC02953,5.76,303.0,5.07,5.165498364315932e-10,3.433414317281027e-10,4.2088669309791224e-10,-9.28688777164074,-9.464273786189205,-9.37583480484239,0.08894703320164865
UGC02953,6.0,306.0,7.89,5.057560159106876e-10,3.283820502109173e-10,4.060299764030307e-10,-9.296058942642622,-9.483620590003882,-9.391441902122699,0.09538295948007658
UGC02953,6.18,307.0,4.41,4.942398175579967e-10,3.177099118021106e-10,3.95402981467955e-10,-9.30606226935658,-9.497969235994967,-9.402960060287397,0.09689779093081619
UGC02953,6.27,308.0,3.2,4.903242209152317e-10,3.126309652544135e-10,3.903366478779055e-10,-9.309516653051967,-9.504968008488602,-9.408560671819018,0.09904401876705116
UGC02953,6.36,309.0,6.66,4.86529634175216e-10,3.077841842863304e-10,3.8549628342793255e-10,-9.312890702020884,-9.511753700468306,-9.413979804628644,0.1010891026077605
UGC02953,6.45,310.0,5.83,4.828509918071373e-10,3.031678877728204e-10,3.8088080160869856e-10,-9.31618687218886,-9.518316802055962,-9.419210917508478,0.10302404531961784
UGC02953,6.53,310.0,3.83,4.769355125813223e-10,2.992506541517346e-10,3.7696006401553465e-10,-9.321540338828667,-9.523964891567573,-9.423704657476913,0.10216431864824571
UGC02953,6.61,311.0,2.41,4.742078875254893e-10,2.9558107956971996e-10,3.732836005498363e-10,-9.324031226654103,-9.529323368996598,-9.42796108949282,0.10392986283871686
UGC02953,6.7,312.0,1.25,4.708513718681675e-10,2.9176107749242755e-10,3.694526088962611e-10,-9.32711615988608,-9.534972645813854,-9.43244126231607,0.10532510242999038
UGC02953,6.79,312.0,3.61,4.6461033748405347e-10,2.882698421674551e-10,3.6594782343866774e-10,-9.332911131465755,-9.540200789680258,-9.436580831567383,0.10366970010162824
UGC02953,6.87,313.0,13.8,4.621483350910844e-10,2.846807566966854e-10,3.6234121511819e-10,-9.335218607188791,-9.545641888465605,-9.440882263590751,0.10566365640196018
UGC02953,6.96,313.0,4.58,4.5617227903387213e-10,2.813058886464738e-10,3.589464532909869e-10,-9.340871109739803,-9.55082117654471,-9.444970333523981,0.10409922378417846
UGC02953,7.05,314.0,3.05,4.532310281163924e-10,2.779305176017095e-10,3.5554778000509084e-10,-9.343680366067106,-9.556063763771917,-9.449102028694503,0.10542166262739627
UGC02953,7.2,315.0,1.38,4.466198958265516e-10,2.7208491478224277e-10,3.4965348563223843e-10,-9.350061934074207,-9.565295536163802,-9.45636213799917,0.1063002039249632
UGC02953,7.39,316.0,0.75,4.37904271619427e-10,2.6411749463353497e-10,3.416018605431415e-10,-9.358620818380157,-9.578202831011293,-9.466479772580751,0.10785895420059433
UGC02953,7.47,316.0,8.57,4.3321453377075846e-10,2.604658417724325e-10,3.379043981177612e-10,-9.36329698180073,-9.584249223237531,-9.471206155470313,0.10790917366958297
UGC02953,7.99,318.0,1.36,4.101634103451464e-10,2.379411038247154e-10,3.149865567591371e-10,-9.387043084567264,-9.623530528024547,-9.50170798097202,0.11466489640475608
UGC02953,8.08,318.0,16.0,4.055947584972426e-10,2.3458271622646253e-10,3.1155181490647575e-10,-9.391907666027858,-9.629703989338958,-9.506469714473184,0.11456204844532536
UGC02953,8.16,318.0,5.5,4.0161833929628923e-10,2.3158380061336136e-10,3.084804861882533e-10,-9.396186464007133,-9.635291822968275,-9.51077230329623,0.11458583928909682
UGC02953,8.25,319.0,2.94,3.9973932275533095e-10,2.2873036308434942e-10,3.055543379303239e-10,-9.398223127657701,-9.640676180628416,-9.51491154625661,0.11668841859890833
UGC02953,8.34,319.0,1.74,3.954255890565324e-10,2.2593260501431753e-10,3.026815846075034e-10,-9.402935229745514,-9.646021090212871,-9.519014001067317,0.11607877132180278
UGC02953,8.4,319.0,2.2,3.926011205632715e-10,2.240735618574885e-10,3.007706341830003e-10,-9.406048465169658,-9.649609382272379,-9.521764568462213,0.11571610329255577
UGC02953,9.59,319.0,3.23,3.438841931941064e-10,1.8915147040036756e-10,2.6452360703016164e-10,-9.46358778627844,-9.723190278297837,-9.577535563910688,0.11394777763224795
UGC02953,10.8,317.0,4.08,3.0153950927497667e-10,1.6064467754696926e-10,2.3431949681934875e-10,-9.520655776273586,-9.794133658847436,-9.63019157393492,0.10953579766133537
UGC02953,12.02,312.0,2.62,2.624545916403264e-10,1.4159082707449358e-10,2.137162225996388e-10,-9.580945824851973,-9.848964881391806,-9.67016251050743,0.08921668565545637
UGC02953,13.22,308.0,0.76,2.3255165394391092e-10,1.2507068089585772e-10,1.9550456884651335e-10,-9.63348056737087,-9.902844485810002,-9.70884308889909,0.07536252152821987
UGC02953,14.42,303.0,1.86,2.0633336046088606e-10,1.0837246857755464e-10,1.766802633737776e-10,-9.685430548600939,-9.965081033881493,-9.752811962018962,0.06738141341802262
UGC02953,15.63,298.0,1.34,1.8412934358273667e-10,9.159191802223711e-11,1.5721903846183828e-10,-9.734876995088815,-10.038142846345231,-9.803494864160003,0.06861786907118805
UGC02953,16.83,296.0,1.41,1.6871308272368244e-10,7.77462465902209e-11,1.406221760962007e-10,-9.772851239080085,-10.109320568532677,-9.851946185740305,0.07909494666021999
UGC02953,18.03,294.0,1.15,1.5536328267466062e-10,6.80669009362812e-11,1.2864275398060092e-10,-9.808651611120226,-10.16706402223088,-9.890614671131571,0.08196306001134523
UGC02953,19.23,294.0,0.59,1.4566822603349618e-10,6.011140466947395e-11,1.1850338882296842e-10,-9.836635168636304,-10.221043123419276,-9.926269230024582,0.08963406138827779
UGC02953,20.43,294.0,0.5,1.371120894089149e-10,5.3271242495898e-11,1.0952517450996317e-10,-9.862924251030272,-10.27350717363343,-9.96048604617395,0.0975617951436778
UGC02953,21.64,292.0,1.21,1.2769029821404085e-10,4.7463520176689624e-11,1.0167239079348247e-10,-9.893842098759833,-10.32364005506478,-9.992796964028196,0.09895486526836272
UGC02953,22.84,290.0,1.21,1.193299204213096e-10,4.249959603269468e-11,9.47590890218734e-11,-9.923250648998037,-10.371615197987461,-10.02337912307248,0.10012847407444347
UGC02953,24.04,287.0,0.81,1.1103982915650704e-10,3.811727413347718e-11,8.847136160135719e-11,-9.954521215084856,-10.41887816446387,-10.053197288751988,0.09867607366713216
UGC02953,25.24,283.0,1.08,1.0283311113799911e-10,3.422591780156132e-11,8.271571965495833e-11,-9.987867024745654,-10.465644897005246,-10.082411947392409,0.09454492264675451
UGC02953,26.44,279.0,1.87,9.541055244691332e-11,3.088621198723557e-11,7.762309601106186e-11,-10.020403589488545,-10.510235352103813,-10.110009039337497,0.08960544984895158
UGC02953,27.65,276.0,1.55,8.92837624422112e-11,2.8055683426171126e-11,7.317704820955203e-11,-10.04922751673242,-10.551979147577176,-10.13562511291662,0.08639759618419873
UGC02953,28.85,273.0,1.9,8.37199444239165e-11,2.562356954651049e-11,6.924613133035472e-11,-10.077171068632376,-10.591360370049255,-10.159604484917836,0.08243341628545942
UGC02953,30.05,271.0,1.12,7.920335167922916e-11,2.3501144096360387e-11,6.571940683587764e-11,-10.101256439812085,-10.628910994637144,-10.182306365034112,0.08104992522202714
UGC02953,31.25,270.0,1.41,7.560089926415815e-11,2.169319728850202e-11,6.263432001552462e-11,-10.121473038584258,-10.663676434042953,-10.203187633098286,0.08171459451402896
UGC02953,32.34,268.0,1.76,7.19745614363179e-11,2.0264702446058228e-11,6.013729447616182e-11,-10.142820972734944,-10.693259768778134,-10.220856114321704,0.07803514158675995
UGC02953,33.55,267.0,1.81,6.886197161406837e-11,1.8852306122190517e-11,5.761061994386153e-11,-10.162020546997999,-10.724635516817202,-10.23949745133571,0.07747690433771126
UGC02953,34.75,266.0,2.18,6.598692932487065e-11,1.7561721884306656e-11,5.524585799136693e-11,-10.180542080886138,-10.755432904819926,-10.257700277261408,0.07715819637527055
UGC02953,35.95,265.0,3.01,6.330562603650362e-11,1.6371322794840902e-11,5.301177326572691e-11,-10.198557692067425,-10.785916228389492,-10.27562766820067,0.07706997613324518
UGC02953,37.15,264.0,2.04,6.079928757930403e-11,1.529358365888284e-11,5.094039298652573e-11,-10.21610150957907,-10.815490736895287,-10.29293770893618,0.07683619935710873
UGC02953,38.35,264.0,1.58,5.889683268764393e-11,1.4331619636404133e-11,4.9048128731276355e-11,-10.229908059767476,-10.843704726601578,-10.309377557033946,0.07946949726646935
UGC02953,39.56,264.0,3.23,5.709538760291063e-11,1.3470468716812178e-11,4.731580845853658e-11,-10.243398974407619,-10.870617292355446,-10.324993734964556,0.08159476055693737
UGC02953,40.76,264.0,2.94,5.541446353216744e-11,1.2723717730576834e-11,4.578139104109006e-11,-10.256376866816865,-10.895385974067398,-10.339311015674332,0.08293414885746664
UGC02953,41.96,264.0,1.62,5.382968383153348e-11,1.2033506762834954e-11,4.433405090866333e-11,-10.268978171003997,-10.919607793622914,-10.353262584358198,0.0842844133542009
UGC02953,43.16,264.0,2.15,5.233302904474386e-11,1.1376177318610366e-11,4.2927339130100255e-11,-10.28122412749335,-10.94400364728468,-10.367266030619769,0.08604190312641968
UGC02953,44.36,262.0,4.45,5.014879475757868e-11,1.0763089940877993e-11,4.158819191844521e-11,-10.29973950005977,-10.968063030563027,-10.381029960541806,0.0812904604820357
UGC02953,45.57,260.0,7.43,4.807475970297105e-11,1.0219684165106614e-11,4.0377476351297283e-11,-10.31808287786295,-10.990562525675953,-10.393860828556226,0.07577795069327564
UGC02953,46.77,258.0,7.22,4.612341941898112e-11,9.728991804218771e-12,3.92634266395792e-11,-10.336078503204183,-11.011932162460388,-10.406011800871514,0.06993329766733147
UGC02953,47.97,257.0,5.37,4.462168673931851e-11,9.256883493218485e-12,3.8171475690751285e-11,-10.350454017025447,-11.033535202250054,-10.418261050112154,0.06780703308670688
UGC02953,49.17,258.0,5.43,4.38721237792505e-11,8.810665935208022e-12,3.71198796394591e-11,-10.35781134158584,-11.05499126513436,-10.430393440642925,0.0725820990570849
UGC02953,50.37,260.0,6.47,4.349348421013283e-11,8.404144085235287e-12,3.614404207991675e-11,-10.361575800138214,-11.075506510420512,-10.44196328080549,0.08038748066727663
UGC02953,51.58,263.0,5.75,4.345898849778544e-11,8.026673302259522e-12,3.522161470302622e-11,-10.361920386044542,-11.095464413105615,-10.453190738075167,0.09127035203062484
UGC02953,52.78,265.0,5.54,4.311931140606869e-11,7.657054883958648e-12,3.4302022204277084e-11,-10.365328183232554,-11.115938239974762,-10.464680276275855,0.09935209304330073
UGC02953,53.98,266.0,4.43,4.247954416523259e-11,7.304980127405452e-12,3.340992454603695e-11,-10.371820152180502,-11.136380961190314,-10.47612450518428,0.10430435300377816
UGC02953,55.18,266.0,4.71,4.1555741102559895e-11,6.982591062078821e-12,3.257821385556552e-11,-10.381368968103171,-11.155983391824527,-10.487072730154463,0.1057037620512915
UGC02953,57.59,262.0,5.28,3.862824336596961e-11,6.4116008515837645e-12,3.106711181293277e-11,-10.413095041112554,-11.193033522086814,-10.507699119516476,0.09460407840392193
UGC02953,59.99,263.0,4.7,3.7366471523850194e-11,5.8780627934770755e-12,2.960611179934731e-11,-10.427517910180077,-11.23076577880867,-10.528618625199945,0.10110071501986795
UGC02953,62.39,272.0,5.04,3.8430167486817106e-11,5.421682759940129e-12,2.83137037636651e-11,-10.415327722784104,-11.265865897976154,-10.548003316120218,0.13267559333611345
UGC03205,0.28,107.0,30.2,1.3251315030303046e-09,6.882720954836546e-10,7.573256159566063e-10,-8.877741021193938,-9.162239837627919,-9.120717353250052,0.24297633205611469
UGC03205,0.55,121.0,15.6,8.626954468500899e-10,8.727449431553902e-10,9.35838331776114e-10,-9.064142494083482,-9.059112658888544,-9.028799170152698,-0.035343323930783654
UGC03205,0.83,134.0,8.69,7.011016014610003e-10,7.439913134922883e-10,8.112547457081965e-10,-9.154219040868597,-9.128432135051419,-9.090842749632124,-0.06337629123647304
UGC03205,1.39,157.0,12.5,5.746904223418285e-10,5.197776970188767e-10,5.9388081938763e-10,-9.240566040657766,-9.284182359443388,-9.226300700937204,-0.014265339720562764
UGC03205,1.65,168.0,11.7,5.543500282744106e-10,4.6236584403752973e-10,5.379148790839438e-10,-9.25621592598432,-9.335014255672977,-9.26928644267729,0.013070516692970102
UGC03205,3.04,207.0,8.04,4.567899729388211e-10,2.528551220837037e-10,3.301828190477081e-10,-9.340283437917057,-9.597128244443311,-9.48124552885306,0.14096209093600365
UGC03205,3.32,213.0,6.53,4.4286420356265486e-10,2.2795751025150667e-10,3.047611390141514e-10,-9.3537294220487,-9.642146095030094,-9.516040411963981,0.16231098991528192
UGC03205,3.59,218.0,11.2,4.2901057089569366e-10,2.1037735844504293e-10,2.866379417102291e-10,-9.367532006591247,-9.677001002310586,-9.542666323412623,0.17513431682137615
UGC03205,3.87,222.0,6.05,4.127094741627289e-10,1.973193923354499e-10,2.730666525183593e-10,-9.384355561339772,-9.704830230660573,-9.563731333589855,0.17937577225008283
UGC03205,4.15,226.0,5.41,3.9885793491002504e-10,1.9005237099285335e-10,2.654680659823935e-10,-9.39918176363943,-9.721126707998842,-9.575987714137154,0.17680595049772485
UGC03205,4.43,229.0,5.96,3.8363364947573807e-10,1.8464696889685195e-10,2.5979283259562316e-10,-9.416083306765431,-9.73365781718807,-9.585372834814603,0.16928952804917152
UGC03205,4.7,232.0,7.41,3.711312861171351e-10,1.790158459414328e-10,2.538581751383399e-10,-9.430472433376057,-9.747108524884142,-9.595408846203433,0.1649364128273767
UGC03205,4.97,234.0,6.1,3.570465005489249e-10,1.7259856862472627e-10,2.470652814174751e-10,-9.447275219135184,-9.762962810248622,-9.607188279074556,0.1599130599393721
UGC03205,5.25,235.0,3.89,3.4089911668488586e-10,1.6614592289192603e-10,2.4020080909520425e-10,-9.467374124084623,-9.779510311546051,-9.619425534048055,0.15205140996343225
UGC03205,5.52,236.0,9.03,3.269899335233576e-10,1.6190072721162415e-10,2.3566476932717857e-10,-9.485465617011124,-9.790751200516013,-9.62770533741804,0.14223972040691635
UGC03205,5.8,237.0,10.0,3.1384712398069063e-10,1.5831244852216868e-10,2.3181764240567352e-10,-9.503281846764867,-9.800484934083169,-9.634853515275498,0.13157166851063096
UGC03205,6.08,237.0,7.36,2.993936380078956e-10,1.5463139436073941e-10,2.2785809115387252e-10,-9.523757432474666,-9.810702327924405,-9.64233554517638,0.11857811270171403
UGC03205,6.36,237.0,10.2,2.8621278602012663e-10,1.510324409568157e-10,2.239736044649074e-10,-9.543310968850344,-9.820929758565697,-9.649803160731464,0.10649219188112014
UGC03205,6.63,236.0,10.4,2.722450125262343e-10,1.46604803111024e-10,2.1917584147184335e-10,-9.565040067686699,-9.833851800974271,-9.659207317403364,0.09416724971666568
UGC03205,6.91,236.0,5.83,2.612133767075157e-10,1.4166770669504282e-10,2.1380015632354525e-10,-9.583004586656124,-9.848729136361632,-9.669991981585481,0.08698739492935736
UGC03205,7.19,235.0,5.43,2.489179920160849e-10,1.36456569492305e-10,2.0809459267494926e-10,-9.603943711061548,-9.865005551048853,-9.68173920475686,0.07779549369531225
UGC03205,7.27,234.0,8.36,2.440881853821399e-10,1.3487426002120687e-10,2.063554200335461e-10,-9.61245324126089,-9.870070925030724,-9.68538411966397,0.07293087840307955
UGC03205,7.46,234.0,7.88,2.378714621619513e-10,1.3116282699131062e-10,2.0226315248310059e-10,-9.62365765787452,-9.882189231424023,-9.694083228108212,0.07042557023369156
UGC03205,8.02,231.0,8.17,2.1562496716214563e-10,1.2105449214272877e-10,1.910190783428416e-10,-9.666300953722013,-9.917019089934756,-9.718923254714387,0.05262230099237364
UGC03205,8.29,229.0,5.82,2.0500567758474305e-10,1.164258556984774e-10,1.8581787529322483e-10,-9.688234111092635,-9.933950561436792,-9.730912510106645,0.04267839901400983
UGC03205,8.56,228.0,7.21,1.968091946056961e-10,1.1199261481192566e-10,1.8080227001726984e-10,-9.705954615898383,-9.950810615295694,-9.742796121151667,0.03684150525328356
UGC03205,8.84,226.0,18.2,1.8724665496341674e-10,1.0734930201466071e-10,1.7551075976561245e-10,-9.727585931940409,-9.969200775001992,-9.755696253764585,0.028110321824176054
UGC03205,9.12,224.0,9.11,1.782997166964479e-10,1.0298583044057532e-10,1.7049985719992438e-10,-9.74884934688223,-9.987222524661721,-9.768275980409378,0.01942663352714824
UGC03205,9.69,221.0,5.56,1.633466473433976e-10,9.44391103805443e-11,1.6056640255185884e-10,-9.786889774902683,-10.024848112642022,-9.794345322773287,0.007455547870604207
UGC03205,12.11,216.0,3.21,1.2485697648911338e-10,6.522098980294413e-11,1.2504918264643522e-10,-9.903587186063328,-10.185612614565711,-9.902919142584443,-0.0006680434788854939
UGC03205,14.58,220.0,1.89,1.0758142497195286e-10,4.673947476443649e-11,1.0067642970425955e-10,-9.968262707559681,-10.330316172307262,-9.997072194268215,0.028809486708533782
UGC03205,14.68,220.0,7.66,1.0684858147759352e-10,4.614653026309908e-11,9.985777802251803e-11,-9.971231239157778,-10.335860947817688,-10.00061810184285,0.0293868626850724
UGC03205,15.2,221.0,9.52,1.0413348768141595e-10,4.332203352463348e-11,9.591885808972185e-11,-9.98240958579669,-10.363291165901762,-10.018096000137362,0.0356864143406721
UGC03205,15.5,221.0,13.6,1.0211800082306597e-10,4.1900828964170535e-11,9.391089745368437e-11,-9.99089769602221,-10.377777384885645,-10.027284009124742,0.0363863131025326
UGC03205,15.71,221.0,8.15,1.0075296071021785e-10,4.1003972646386505e-11,9.263422177323136e-11,-9.99674218289189,-10.387174064869917,-10.033228542673903,0.03648635978201398
UGC03205,16.02,221.0,4.11,9.880330916089404e-11,3.969246054014182e-11,9.075335511016793e-11,-10.005228509600135,-10.401291978294044,-10.042137310326037,0.03690880072590197
UGC03205,16.32,221.0,5.37,9.69870718601423e-11,3.847325050443206e-11,8.898933872104029e-11,-10.013286152269758,-10.4148411197368,-10.050662020455823,0.03737586818606431
UGC03205,16.53,221.0,5.06,9.575493120130202e-11,3.7709298411169284e-11,8.787604632693202e-11,-10.018838851423364,-10.423551547652513,-10.056129490861935,0.03729063943857014
UGC03205,16.84,221.0,11.4,9.399222166018542e-11,3.6599716214604616e-11,8.624766466480319e-11,-10.026908085015547,-10.436522282007477,-10.06425265552333,0.03734457050778239
UGC03205,16.94,221.0,2.56,9.343736793137676e-11,3.628341042851383e-11,8.578091303189013e-11,-10.029479403846604,-10.44029189855038,-10.066609335543886,0.03712993169728129
UGC03205,19.4,218.0,1.7,7.938906956265671e-11,2.9057680854040385e-11,7.476579164095439e-11,-10.100239287943154,-10.536739050481385,-10.126297063897223,0.026057775954068774
UGC03205,21.77,216.0,1.13,6.945420235568044e-11,2.4082227803480316e-11,6.669463530053543e-11,-10.158301471961371,-10.6183033397562,-10.175909097913664,0.017607625952292594
UGC03205,24.23,215.0,1.77,6.182625780213198e-11,1.982878361148164e-11,5.93638921380998e-11,-10.208827039528433,-10.702703926592696,-10.226477632683784,0.017650593155350336
UGC03205,26.69,212.0,2.47,5.4572343343869444e-11,1.6516399876472325e-11,5.328695542942223e-11,-10.263027397152143,-10.782084611021174,-10.273379092631565,0.010351695479421608
UGC03205,29.06,208.0,1.44,4.824813323417792e-11,1.3880130931589791e-11,4.814465029703186e-11,-10.316519485258619,-10.857606437152146,-10.317451963483498,0.0009324782248789631
UGC03205,31.52,209.0,2.88,4.491131984207466e-11,1.1688087522382569e-11,4.3598438154224116e-11,-10.347644181817548,-10.932256544990814,-10.360529068372502,0.012884886554953567
UGC03205,36.34,220.0,4.09,4.316282818082203e-11,8.604252987937135e-12,3.662659517354333e-11,-10.36489010654974,-11.065286828683249,-10.436203451689538,0.07131334513979759
UGC03205,40.04,220.0,6.32,3.9174255147129684e-11,6.8868124280865235e-12,3.232823795059557e-11,-10.406999252385006,-11.161981745467756,-10.490417965947916,0.08341871356291009
UGC03546,0.63,262.0,73.6,3.5311119610256984e-09,5.632541042678229e-09,5.638508106744818e-09,-8.452088512036228,-8.249295635015807,-8.248835790824723,-0.20325272121150562
UGC03546,0.79,250.0,55.5,2.5639076656996558e-09,4.04976725298212e-09,4.061951094596546e-09,-8.591097619168504,-8.39256993571129,-8.39126530975315,-0.19983230941535446
UGC03546,0.95,241.0,42.9,1.9813442306338757e-09,3.0378687395889828e-09,3.05783420090476e-09,-8.703040065361249,-8.517430995089338,-8.514586066204354,-0.18845399915689498
UGC03546,1.11,234.0,31.9,1.5986676646199606e-09,2.3598158377608824e-09,2.3881404683382787e-09,-8.79624180918851,-8.62712188845575,-8.62194013196895,-0.17430167721956025
UGC03546,1.27,228.0,28.8,1.3265249652163453e-09,1.8962494111333524e-09,1.9325344236109076e-09,-8.877284572177187,-8.722104541072227,-8.713872761393537,-0.16341181078364997
UGC03546,1.43,225.0,24.2,1.1473038568400069e-09,1.560464587968057e-09,1.6040265444652212e-09,-8.940321546464475,-8.806746082445343,-8.794788449007353,-0.14553309745712184
UGC03546,1.59,222.0,12.2,1.0045192861696609e-09,1.317290212199055e-09,1.3670491988791621e-09,-8.998041720641313,-8.880318535082298,-8.864215855280571,-0.13382586536074115
UGC03546,1.9,221.0,6.34,8.330679014513276e-10,1.007467007609778e-09,1.0662837004379914e-09,-9.079319598804746,-8.99676916716961,-8.972127229509796,-0.10719236929494969
UGC03546,2.06,221.0,12.2,7.683635984259817e-10,8.992795884373713e-10,9.615196257659873e-10,-9.11443321822107,-9.046105263952958,-9.01704184686504,-0.09739137135603038
UGC03546,2.22,222.0,16.9,7.19453002256649e-10,8.12923334149931e-10,8.779522421880196e-10,-9.1429975707715,-9.089950410280002,-9.056529107691075,-0.08646846308042555
UGC03546,2.38,222.0,26.0,6.710864138696475e-10,7.424825528790059e-10,8.097947498249788e-10,-9.173221553377372,-9.129313747098154,-9.09162504323744,-0.08159651013993141
UGC03546,2.79,221.0,13.1,5.673222267948109e-10,6.02499220058555e-10,6.742244772870262e-10,-9.246170201125514,-9.22004351095141,-9.171195484746342,-0.07497471637917208
UGC03546,2.86,221.0,11.8,5.534367177473854e-10,5.827969012880369e-10,6.551115534903954e-10,-9.256932030980959,-9.23448276602539,-9.1836847413208,-0.07324728966015925
UGC03546,3.02,220.0,22.9,5.193831708910837e-10,5.408694798470119e-10,6.143931632834004e-10,-9.284512126534876,-9.26690752421146,-9.211553625601566,-0.07295850093331069
UGC03546,4.17,205.0,8.45,3.266037161604303e-10,3.2776838501225844e-10,4.054195657962151e-10,-9.485978878084387,-9.484432938736466,-9.392095295819912,-0.0938835822644748
